tabua,idade,qx_masc,qx_fem
AT-83,0,0.003030003,0.001835
AT-83,1,0.001179999,0.000778
AT-83,2,0.000669993,0.000402
AT-83,3,0.000540004,0.000298
AT-83,4,0.000469999,0.00024
AT-83,5,0.00038,0.000194
AT-83,6,0.000350003,0.00016
AT-83,7,0.000330001,0.000134
AT-83,8,0.000350001,0.000134
AT-83,9,0.000369991,0.000136
AT-83,10,0.000380006,0.000141
AT-83,11,0.000390002,0.000147
AT-83,12,0.000409994,0.000155
AT-83,13,0.000420002,0.000165
AT-83,14,0.000430001,0.000175
AT-83,15,0.000440004,0.000188
AT-83,16,0.000449999,0.000201
AT-83,17,0.000459997,0.000214
AT-83,18,0.000469999,0.000229
AT-83,19,0.000490002,0.000244
AT-83,20,0.000510002,0.00026
AT-83,21,0.000529993,0.000276
AT-83,22,0.000550005,0.000293
AT-83,23,0.000569999,0.000311
AT-83,24,0.000599999,0.00033
AT-83,25,0.000620002,0.000349
AT-83,26,0.000649997,0.000368
AT-83,27,0.000679999,0.000387
AT-83,28,0.000700002,0.000405
AT-83,29,0.000730001,0.000423
AT-83,30,0.000760003,0.000441
AT-83,31,0.000790002,0.00046
AT-83,32,0.000809992,0.000479
AT-83,33,0.000840005,0.000499
AT-83,34,0.000879994,0.000521
AT-83,35,0.000920005,0.000545
AT-83,36,0.000970004,0.000574
AT-83,37,0.001029992,0.000607
AT-83,38,0.001110001,0.000646
AT-83,39,0.001219998,0.000691
AT-83,40,0.001340001,0.000742
AT-83,41,0.001489999,0.000801
AT-83,42,0.001670003,0.000867
AT-83,43,0.001890003,0.000942
AT-83,44,0.002129998,0.001026
AT-83,45,0.002400002,0.001122
AT-83,46,0.002690003,0.001231
AT-83,47,0.003009991,0.001356
AT-83,48,0.003340008,0.001499
AT-83,49,0.00369,0.001657
AT-83,50,0.004059991,0.00183
AT-83,51,0.00443,0.002016
AT-83,52,0.004809999,0.002215
AT-83,53,0.005200004,0.002426
AT-83,54,0.005589998,0.00265
AT-83,55,0.005990003,0.002891
AT-83,56,0.006410004,0.003151
AT-83,57,0.006839996,0.003432
AT-83,58,0.007290003,0.003739
AT-83,59,0.007779997,0.004081
AT-83,60,0.008339994,0.004467
AT-83,61,0.008980003,0.004908
AT-83,62,0.009740007,0.005413
AT-83,63,0.010629999,0.00599
AT-83,64,0.011659993,0.006633
AT-83,65,0.012850005,0.007336
AT-83,66,0.014199998,0.00809
AT-83,67,0.015719996,0.008888
AT-83,68,0.017410009,0.009731
AT-83,69,0.019299994,0.010653
AT-83,70,0.021369999,0.011697
AT-83,71,0.023649999,0.012905
AT-83,72,0.026129997,0.014319
AT-83,73,0.02884001,0.01598
AT-83,74,0.031789994,0.017909
AT-83,75,0.035050005,0.020127
AT-83,76,0.038630001,0.022654
AT-83,77,0.042589991,0.025509
AT-83,78,0.046050004,0.028717
AT-83,79,0.051760001,0.032328
AT-83,80,0.057029998,0.036395
AT-83,81,0.062790009,0.040975
AT-83,82,0.069079991,0.046121
AT-83,83,0.075910003,0.051889
AT-83,84,0.08323,0.058336
AT-83,85,0.090990006,0.065518
AT-83,86,0.099120004,0.073493
AT-83,87,0.107579996,0.082318
AT-83,88,0.116319986,0.092017
AT-83,89,0.125390013,0.102491
AT-83,90,0.134889982,0.113605
AT-83,91,0.14487001,0.125227
AT-83,92,0.15543002,0.137222
AT-83,93,0.166629969,0.149462
AT-83,94,0.178539992,0.161834
AT-83,95,0.19121001,0.174228
AT-83,96,0.204719986,0.186535
AT-83,97,0.219120017,0.198646
AT-83,98,0.234740002,0.211102
AT-83,99,0.251890001,0.224445
AT-83,100,1.0,1.0
AT-83,101,1.0,1.0
AT-83,102,1.0,1.0
AT-83,103,1.0,1.0
AT-83,104,1.0,1.0
AT-83,105,1.0,1.0
AT-83,106,1.0,1.0
AT-83,107,1.0,1.0
AT-83,108,1.0,1.0
AT-83,109,1.0,1.0
AT-83,110,1.0,1.0
AT-83,111,1.0,1.0
AT-83,112,1.0,1.0
AT-83,113,1.0,1.0
AT-83,114,1.0,1.0
AT-83,115,1.0,1.0
AT-83,116,1.0,1.0
AT-83,117,1.0,1.0
AT-83,118,1.0,1.0
AT-83,119,1.0,1.0
AT-83,120,1.0,1.0
AT-83,121,1.0,1.0
AT-83,122,1.0,1.0
AT-83,123,1.0,1.0
AT-83,124,1.0,1.0
AT-83,125,1.0,1.0
BR-EMS sobrev. 2010,0,0.00069,0.00038
BR-EMS sobrev. 2010,1,0.00069,0.00038
BR-EMS sobrev. 2010,2,0.00035,0.0002
BR-EMS sobrev. 2010,3,0.00022,0.00013
BR-EMS sobrev. 2010,4,0.00016,0.0001
BR-EMS sobrev. 2010,5,0.00013,0.00008
BR-EMS sobrev. 2010,6,0.00012,0.00007
BR-EMS sobrev. 2010,7,0.00011,0.00007
BR-EMS sobrev. 2010,8,0.00011,0.00008
BR-EMS sobrev. 2010,9,0.00012,0.00009
BR-EMS sobrev. 2010,10,0.00013,0.00012
BR-EMS sobrev. 2010,11,0.00015,0.00015
BR-EMS sobrev. 2010,12,0.00019,0.00018
BR-EMS sobrev. 2010,13,0.00024,0.00022
BR-EMS sobrev. 2010,14,0.00031,0.00025
BR-EMS sobrev. 2010,15,0.00039,0.00027
BR-EMS sobrev. 2010,16,0.00048,0.00029
BR-EMS sobrev. 2010,17,0.00057,0.0003
BR-EMS sobrev. 2010,18,0.00066,0.00031
BR-EMS sobrev. 2010,19,0.00074,0.0003
BR-EMS sobrev. 2010,20,0.0008,0.0003
BR-EMS sobrev. 2010,21,0.00085,0.0003
BR-EMS sobrev. 2010,22,0.00089,0.00029
BR-EMS sobrev. 2010,23,0.00092,0.00029
BR-EMS sobrev. 2010,24,0.00093,0.00029
BR-EMS sobrev. 2010,25,0.00093,0.00029
BR-EMS sobrev. 2010,26,0.00093,0.00029
BR-EMS sobrev. 2010,27,0.00092,0.0003
BR-EMS sobrev. 2010,28,0.00092,0.00032
BR-EMS sobrev. 2010,29,0.00091,0.00033
BR-EMS sobrev. 2010,30,0.00092,0.00035
BR-EMS sobrev. 2010,31,0.00093,0.00037
BR-EMS sobrev. 2010,32,0.00094,0.0004
BR-EMS sobrev. 2010,33,0.00099,0.00042
BR-EMS sobrev. 2010,34,0.00103,0.00045
BR-EMS sobrev. 2010,35,0.00109,0.00047
BR-EMS sobrev. 2010,36,0.00115,0.00051
BR-EMS sobrev. 2010,37,0.00121,0.00054
BR-EMS sobrev. 2010,38,0.00128,0.00058
BR-EMS sobrev. 2010,39,0.00136,0.00062
BR-EMS sobrev. 2010,40,0.00144,0.00066
BR-EMS sobrev. 2010,41,0.00153,0.00071
BR-EMS sobrev. 2010,42,0.00164,0.00077
BR-EMS sobrev. 2010,43,0.00175,0.00083
BR-EMS sobrev. 2010,44,0.00187,0.00089
BR-EMS sobrev. 2010,45,0.00201,0.00096
BR-EMS sobrev. 2010,46,0.00215,0.00104
BR-EMS sobrev. 2010,47,0.00231,0.00112
BR-EMS sobrev. 2010,48,0.00249,0.00121
BR-EMS sobrev. 2010,49,0.00268,0.00131
BR-EMS sobrev. 2010,50,0.0029,0.00142
BR-EMS sobrev. 2010,51,0.00313,0.00155
BR-EMS sobrev. 2010,52,0.00339,0.00169
BR-EMS sobrev. 2010,53,0.00367,0.00185
BR-EMS sobrev. 2010,54,0.00398,0.00203
BR-EMS sobrev. 2010,55,0.00431,0.00223
BR-EMS sobrev. 2010,56,0.00468,0.00245
BR-EMS sobrev. 2010,57,0.00509,0.00271
BR-EMS sobrev. 2010,58,0.00554,0.00299
BR-EMS sobrev. 2010,59,0.00603,0.0033
BR-EMS sobrev. 2010,60,0.00656,0.00365
BR-EMS sobrev. 2010,61,0.00715,0.00403
BR-EMS sobrev. 2010,62,0.0078,0.00445
BR-EMS sobrev. 2010,63,0.00851,0.00491
BR-EMS sobrev. 2010,64,0.00929,0.00541
BR-EMS sobrev. 2010,65,0.01014,0.00593
BR-EMS sobrev. 2010,66,0.01107,0.00648
BR-EMS sobrev. 2010,67,0.0121,0.0071
BR-EMS sobrev. 2010,68,0.01323,0.00775
BR-EMS sobrev. 2010,69,0.01446,0.00843
BR-EMS sobrev. 2010,70,0.01581,0.00919
BR-EMS sobrev. 2010,71,0.0173,0.01006
BR-EMS sobrev. 2010,72,0.01893,0.01102
BR-EMS sobrev. 2010,73,0.02072,0.01204
BR-EMS sobrev. 2010,74,0.02268,0.01313
BR-EMS sobrev. 2010,75,0.02483,0.01433
BR-EMS sobrev. 2010,76,0.02719,0.01566
BR-EMS sobrev. 2010,77,0.02977,0.01714
BR-EMS sobrev. 2010,78,0.03261,0.01876
BR-EMS sobrev. 2010,79,0.03573,0.02055
BR-EMS sobrev. 2010,80,0.03914,0.02264
BR-EMS sobrev. 2010,81,0.04289,0.02516
BR-EMS sobrev. 2010,82,0.47,0.02817
BR-EMS sobrev. 2010,83,0.0515,0.03176
BR-EMS sobrev. 2010,84,0.05645,0.03577
BR-EMS sobrev. 2010,85,0.06187,0.04042
BR-EMS sobrev. 2010,86,0.06782,0.04582
BR-EMS sobrev. 2010,87,0.07434,0.05219
BR-EMS sobrev. 2010,88,0.0815,0.05928
BR-EMS sobrev. 2010,89,0.08935,0.06734
BR-EMS sobrev. 2010,90,0.09796,0.07651
BR-EMS sobrev. 2010,91,0.10741,0.08727
BR-EMS sobrev. 2010,92,0.11777,0.09906
BR-EMS sobrev. 2010,93,0.12913,0.11227
BR-EMS sobrev. 2010,94,0.1416,128
BR-EMS sobrev. 2010,95,0.15527,0.14641
BR-EMS sobrev. 2010,96,0.17027,0.16835
BR-EMS sobrev. 2010,97,0.18672,0.18672
BR-EMS sobrev. 2010,98,0.20477,0.20477
BR-EMS sobrev. 2010,99,0.22457,0.22457
BR-EMS sobrev. 2010,100,1.0,1.0
BR-EMS sobrev. 2010,101,1.0,1.0
BR-EMS sobrev. 2010,102,1.0,1.0
BR-EMS sobrev. 2010,103,1.0,1.0
BR-EMS sobrev. 2010,104,1.0,1.0
BR-EMS sobrev. 2010,105,1.0,1.0
BR-EMS sobrev. 2010,106,1.0,1.0
BR-EMS sobrev. 2010,107,1.0,1.0
BR-EMS sobrev. 2010,108,1.0,1.0
BR-EMS sobrev. 2010,109,1.0,1.0
BR-EMS sobrev. 2010,110,1.0,1.0
BR-EMS sobrev. 2010,111,1.0,1.0
BR-EMS sobrev. 2010,112,1.0,1.0
BR-EMS sobrev. 2010,113,1.0,1.0
BR-EMS sobrev. 2010,114,1.0,1.0
BR-EMS sobrev. 2010,115,1.0,1.0
BR-EMS sobrev. 2010,116,1.0,1.0
BR-EMS sobrev. 2010,117,1.0,1.0
BR-EMS sobrev. 2010,118,1.0,1.0
BR-EMS sobrev. 2010,119,1.0,1.0
BR-EMS sobrev. 2010,120,1.0,1.0
BR-EMS sobrev. 2010,121,1.0,1.0
BR-EMS sobrev. 2010,122,1.0,1.0
BR-EMS sobrev. 2010,123,1.0,1.0
BR-EMS sobrev. 2010,124,1.0,1.0
BR-EMS sobrev. 2010,125,1.0,1.0
AT-49 Masc,0,1.0,1.0
AT-49 Masc,1,1.0,1.0
AT-49 Masc,2,1.0,1.0
AT-49 Masc,3,1.0,1.0
AT-49 Masc,4,1.0,1.0
AT-49 Masc,5,1.0,1.0
AT-49 Masc,6,1.0,1.0
AT-49 Masc,7,1.0,1.0
AT-49 Masc,8,1.0,1.0
AT-49 Masc,9,1.0,1.0
AT-49 Masc,10,1.0,1.0
AT-49 Masc,11,1.0,1.0
AT-49 Masc,12,1.0,1.0
AT-49 Masc,13,1.0,1.0
AT-49 Masc,14,0.000259998,0.000259998
AT-49 Masc,15,0.000278002,0.000278002
AT-49 Masc,16,0.000296002,0.000296002
AT-49 Masc,17,0.000314996,0.000314996
AT-49 Masc,18,0.000334008,0.000334008
AT-49 Masc,19,0.000353997,0.000353997
AT-49 Masc,20,0.000375997,0.000375997
AT-49 Masc,21,0.000398001,0.000398001
AT-49 Masc,22,0.000421002,0.000421002
AT-49 Masc,23,0.000446003,0.000446003
AT-49 Masc,24,0.000472999,0.000472999
AT-49 Masc,25,0.000500995,0.000500995
AT-49 Masc,26,0.000531006,0.000531006
AT-49 Masc,27,0.000563,0.000563
AT-49 Masc,28,0.000597997,0.000597997
AT-49 Masc,29,0.000635998,0.000635998
AT-49 Masc,30,0.000677003,0.000677003
AT-49 Masc,31,0.000720995,0.000720995
AT-49 Masc,32,0.00077,0.00077
AT-49 Masc,33,0.000822005,0.000822005
AT-49 Masc,34,0.000879002,0.000879002
AT-49 Masc,35,0.000941996,0.000941996
AT-49 Masc,36,0.00101,0.00101
AT-49 Masc,37,0.001085005,0.001085005
AT-49 Masc,38,0.001166996,0.001166996
AT-49 Masc,39,0.001256002,0.001256002
AT-49 Masc,40,0.001354999,0.001354999
AT-49 Masc,41,0.001463994,0.001463994
AT-49 Masc,42,0.001583003,0.001583003
AT-49 Masc,43,0.001714998,0.001714998
AT-49 Masc,44,0.001858999,0.001858999
AT-49 Masc,45,0.002018999,0.002018999
AT-49 Masc,46,0.002196,0.002196
AT-49 Masc,47,0.002391007,0.002391007
AT-49 Masc,48,0.002605993,0.002605993
AT-49 Masc,49,0.002845003,0.002845003
AT-49 Masc,50,0.003109005,0.003109005
AT-49 Masc,51,0.003360999,0.003360999
AT-49 Masc,52,0.003641993,0.003641993
AT-49 Masc,53,0.003957005,0.003957005
AT-49 Masc,54,0.004309999,0.004309999
AT-49 Masc,55,0.004705003,0.004705003
AT-49 Masc,56,0.005146002,0.005146002
AT-49 Masc,57,0.005639991,0.005639991
AT-49 Masc,58,0.006193008,0.006193008
AT-49 Masc,59,0.006811999,0.006811999
AT-49 Masc,60,0.007503993,0.007503993
AT-49 Masc,61,0.008278002,0.008278002
AT-49 Masc,62,0.009144001,0.009144001
AT-49 Masc,63,0.010112002,0.010112002
AT-49 Masc,64,0.011194997,0.011194997
AT-49 Masc,65,0.012406005,0.012406005
AT-49 Masc,66,0.013759,0.013759
AT-49 Masc,67,0.015272002,0.015272002
AT-49 Masc,68,0.016962996,0.016962996
AT-49 Masc,69,0.018853004,0.018853004
AT-49 Masc,70,0.020964,0.020964
AT-49 Masc,71,0.023320995,0.023320995
AT-49 Masc,72,0.025953999,0.025953999
AT-49 Masc,73,0.028891998,0.028891998
AT-49 Masc,74,0.032171002,0.032171002
AT-49 Masc,75,0.035829008,0.035829008
AT-49 Masc,76,0.039906987,0.039906987
AT-49 Masc,77,0.044451007,0.044451007
AT-49 Masc,78,0.049512995,0.049512995
AT-49 Masc,79,0.055146998,0.055146998
AT-49 Masc,80,0.061414999,0.061414999
AT-49 Masc,81,0.068382998,0.068382998
AT-49 Masc,82,0.076121006,0.076121006
AT-49 Masc,83,0.084706999,0.084706999
AT-49 Masc,84,0.094224012,0.094224012
AT-49 Masc,85,0.104759991,0.104759991
AT-49 Masc,86,0.116409005,0.116409005
AT-49 Masc,87,0.129269982,0.129269982
AT-49 Masc,88,0.143445013,0.143445013
AT-49 Masc,89,0.159040002,0.159040002
AT-49 Masc,90,0.176161014,0.176161014
AT-49 Masc,91,0.194912961,0.194912961
AT-49 Masc,92,0.21539903,0.21539903
AT-49 Masc,93,0.237713987,0.237713987
AT-49 Masc,94,0.261943004,0.261943004
AT-49 Masc,95,0.288152973,0.288152973
AT-49 Masc,96,0.316391027,0.316391027
AT-49 Masc,97,0.346674162,0.346674162
AT-49 Masc,98,0.378985808,0.378985808
AT-49 Masc,99,0.413266169,0.413266169
AT-49 Masc,100,1.0,1.0
AT-49 Masc,101,1.0,1.0
AT-49 Masc,102,1.0,1.0
AT-49 Masc,103,1.0,1.0
AT-49 Masc,104,1.0,1.0
AT-49 Masc,105,1.0,1.0
AT-49 Masc,106,1.0,1.0
AT-49 Masc,107,1.0,1.0
AT-49 Masc,108,1.0,1.0
AT-49 Masc,109,1.0,1.0
AT-49 Masc,110,1.0,1.0
AT-49 Masc,111,1.0,1.0
AT-49 Masc,112,1.0,1.0
AT-49 Masc,113,1.0,1.0
AT-49 Masc,114,1.0,1.0
AT-49 Masc,115,1.0,1.0
AT-49 Masc,116,1.0,1.0
AT-49 Masc,117,1.0,1.0
AT-49 Masc,118,1.0,1.0
AT-49 Masc,119,1.0,1.0
AT-49 Masc,120,1.0,1.0
AT-49 Masc,121,1.0,1.0
AT-49 Masc,122,1.0,1.0
AT-49 Masc,123,1.0,1.0
AT-49 Masc,124,1.0,1.0
AT-49 Masc,125,1.0,1.0
AT 49 Masc,0,0.00404,0.00404
AT 49 Masc,1,0.00158,0.00158
AT 49 Masc,2,0.000887,0.000887
AT 49 Masc,3,0.000715,0.000715
AT 49 Masc,4,0.000627,0.000627
AT 49 Masc,5,0.000566,0.000566
AT 49 Masc,6,0.000526,0.000526
AT 49 Masc,7,0.0005,0.0005
AT 49 Masc,8,0.000487,0.000487
AT 49 Masc,9,0.000482,0.000482
AT 49 Masc,10,0.000483,0.000483
AT 49 Masc,11,0.000492,0.000492
AT 49 Masc,12,0.000502,0.000502
AT 49 Masc,13,0.000512,0.000512
AT 49 Masc,14,0.000524,0.000524
AT 49 Masc,15,0.000537,0.000537
AT 49 Masc,16,0.000551,0.000551
AT 49 Masc,17,0.000567,0.000567
AT 49 Masc,18,0.000584,0.000584
AT 49 Masc,19,0.000603,0.000603
AT 49 Masc,20,0.000624,0.000624
AT 49 Masc,21,0.000648,0.000648
AT 49 Masc,22,0.000674,0.000674
AT 49 Masc,23,0.000702,0.000702
AT 49 Masc,24,0.000733,0.000733
AT 49 Masc,25,0.000768,0.000768
AT 49 Masc,26,0.000806,0.000806
AT 49 Masc,27,0.000849,0.000849
AT 49 Masc,28,0.000896,0.000896
AT 49 Masc,29,0.000947,0.000947
AT 49 Masc,30,0.001004,0.001004
AT 49 Masc,31,0.001067,0.001067
AT 49 Masc,32,0.001136,0.001136
AT 49 Masc,33,0.001213,0.001213
AT 49 Masc,34,0.001297,0.001297
AT 49 Masc,35,0.001391,0.001391
AT 49 Masc,36,0.001494,0.001494
AT 49 Masc,37,0.001607,0.001607
AT 49 Masc,38,0.001733,0.001733
AT 49 Masc,39,0.001872,0.001872
AT 49 Masc,40,0.002025,0.002025
AT 49 Masc,41,0.00222,0.00222
AT 49 Masc,42,0.002481,0.002481
AT 49 Masc,43,0.002804,0.002804
AT 49 Masc,44,0.003187,0.003187
AT 49 Masc,45,0.003625,0.003625
AT 49 Masc,46,0.004116,0.004116
AT 49 Masc,47,0.004657,0.004657
AT 49 Masc,48,0.005246,0.005246
AT 49 Masc,49,0.00588,0.00588
AT 49 Masc,50,0.006557,0.006557
AT 49 Masc,51,0.007277,0.007277
AT 49 Masc,52,0.008038,0.008038
AT 49 Masc,53,0.00884,0.00884
AT 49 Masc,54,0.009682,0.009682
AT 49 Masc,55,0.010565,0.010565
AT 49 Masc,56,0.011491,0.011491
AT 49 Masc,57,0.01246,0.01246
AT 49 Masc,58,0.013476,0.013476
AT 49 Masc,59,0.014542,0.014542
AT 49 Masc,60,0.015662,0.015662
AT 49 Masc,61,0.016869,0.016869
AT 49 Masc,62,0.018199,0.018199
AT 49 Masc,63,0.019666,0.019666
AT 49 Masc,64,0.021283,0.021283
AT 49 Masc,65,0.023066,0.023066
AT 49 Masc,66,0.02503,0.02503
AT 49 Masc,67,0.027193,0.027193
AT 49 Masc,68,0.029577,0.029577
AT 49 Masc,69,0.032202,0.032202
AT 49 Masc,70,0.035092,0.035092
AT 49 Masc,71,0.038272,0.038272
AT 49 Masc,72,0.041771,0.041771
AT 49 Masc,73,0.04562,0.04562
AT 49 Masc,74,0.049852,0.049852
AT 49 Masc,75,0.054501,0.054501
AT 49 Masc,76,0.059609,0.059609
AT 49 Masc,77,0.065216,0.065216
AT 49 Masc,78,0.071368,0.071368
AT 49 Masc,79,0.078113,0.078113
AT 49 Masc,80,0.085503,0.085503
AT 49 Masc,81,0.093593,0.093593
AT 49 Masc,82,0.102443,0.102443
AT 49 Masc,83,0.112113,0.112113
AT 49 Masc,84,0.122669,0.122669
AT 49 Masc,85,0.134178,0.134178
AT 49 Masc,86,0.146709,0.146709
AT 49 Masc,87,0.160333,0.160333
AT 49 Masc,88,0.175124,0.175124
AT 49 Masc,89,0.191151,0.191151
AT 49 Masc,90,0.208485,0.208485
AT 49 Masc,91,0.227192,0.227192
AT 49 Masc,92,0.247332,0.247332
AT 49 Masc,93,0.26896,0.26896
AT 49 Masc,94,0.292118,0.292118
AT 49 Masc,95,0.316834,0.316834
AT 49 Masc,96,0.343122,0.343122
AT 49 Masc,97,0.370973,0.370973
AT 49 Masc,98,0.400352,0.400352
AT 49 Masc,99,0.431199,0.431199
AT 49 Masc,100,1.0,1.0
AT 49 Masc,101,1.0,1.0
AT 49 Masc,102,1.0,1.0
AT 49 Masc,103,1.0,1.0
AT 49 Masc,104,1.0,1.0
AT 49 Masc,105,1.0,1.0
AT 49 Masc,106,1.0,1.0
AT 49 Masc,107,1.0,1.0
AT 49 Masc,108,1.0,1.0
AT 49 Masc,109,1.0,1.0
AT 49 Masc,110,1.0,1.0
AT 49 Masc,111,1.0,1.0
AT 49 Masc,112,1.0,1.0
AT 49 Masc,113,1.0,1.0
AT 49 Masc,114,1.0,1.0
AT 49 Masc,115,1.0,1.0
AT 49 Masc,116,1.0,1.0
AT 49 Masc,117,1.0,1.0
AT 49 Masc,118,1.0,1.0
AT 49 Masc,119,1.0,1.0
AT 49 Masc,120,1.0,1.0
AT 49 Masc,121,1.0,1.0
AT 49 Masc,122,1.0,1.0
AT 49 Masc,123,1.0,1.0
AT 49 Masc,124,1.0,1.0
AT 49 Masc,125,1.0,1.0
BR-EMS sobrev. 2010 Des. 10,0,0.00069,0.00038
BR-EMS sobrev. 2010 Des. 10,1,0.00035,0.0002
BR-EMS sobrev. 2010 Des. 10,2,0.00022,0.00013
BR-EMS sobrev. 2010 Des. 10,3,0.00016,0.0001
BR-EMS sobrev. 2010 Des. 10,4,0.00013,0.00008
BR-EMS sobrev. 2010 Des. 10,5,0.00012,0.00007
BR-EMS sobrev. 2010 Des. 10,6,0.00011,0.00007
BR-EMS sobrev. 2010 Des. 10,7,0.00011,0.00008
BR-EMS sobrev. 2010 Des. 10,8,0.00012,0.00009
BR-EMS sobrev. 2010 Des. 10,9,0.00013,0.00012
BR-EMS sobrev. 2010 Des. 10,10,0.00015,0.00015
BR-EMS sobrev. 2010 Des. 10,11,0.00019,0.00018
BR-EMS sobrev. 2010 Des. 10,12,0.00024,0.00022
BR-EMS sobrev. 2010 Des. 10,13,0.00031,0.00025
BR-EMS sobrev. 2010 Des. 10,14,0.00039,0.00027
BR-EMS sobrev. 2010 Des. 10,15,0.00048,0.00029
BR-EMS sobrev. 2010 Des. 10,16,0.00057,0.0003
BR-EMS sobrev. 2010 Des. 10,17,0.00066,0.00031
BR-EMS sobrev. 2010 Des. 10,18,0.00074,0.0003
BR-EMS sobrev. 2010 Des. 10,19,0.0008,0.0003
BR-EMS sobrev. 2010 Des. 10,20,0.00085,0.0003
BR-EMS sobrev. 2010 Des. 10,21,0.00089,0.00029
BR-EMS sobrev. 2010 Des. 10,22,0.00092,0.00029
BR-EMS sobrev. 2010 Des. 10,23,0.00093,0.00029
BR-EMS sobrev. 2010 Des. 10,24,0.00093,0.00029
BR-EMS sobrev. 2010 Des. 10,25,0.00093,0.00029
BR-EMS sobrev. 2010 Des. 10,26,0.00092,0.0003
BR-EMS sobrev. 2010 Des. 10,27,0.00092,0.00032
BR-EMS sobrev. 2010 Des. 10,28,0.00091,0.00033
BR-EMS sobrev. 2010 Des. 10,29,0.00092,0.00035
BR-EMS sobrev. 2010 Des. 10,30,0.00093,0.00037
BR-EMS sobrev. 2010 Des. 10,31,0.00094,0.0004
BR-EMS sobrev. 2010 Des. 10,32,0.00099,0.00042
BR-EMS sobrev. 2010 Des. 10,33,0.00103,0.00045
BR-EMS sobrev. 2010 Des. 10,34,0.00109,0.00047
BR-EMS sobrev. 2010 Des. 10,35,0.00115,0.00051
BR-EMS sobrev. 2010 Des. 10,36,0.00121,0.00054
BR-EMS sobrev. 2010 Des. 10,37,0.00128,0.00058
BR-EMS sobrev. 2010 Des. 10,38,0.00136,0.00062
BR-EMS sobrev. 2010 Des. 10,39,0.00144,0.00066
BR-EMS sobrev. 2010 Des. 10,40,0.00153,0.00071
BR-EMS sobrev. 2010 Des. 10,41,0.00164,0.00077
BR-EMS sobrev. 2010 Des. 10,42,0.00175,0.00083
BR-EMS sobrev. 2010 Des. 10,43,0.00187,0.00089
BR-EMS sobrev. 2010 Des. 10,44,0.20000,0.00096
BR-EMS sobrev. 2010 Des. 10,45,0.00215,0.00104
BR-EMS sobrev. 2010 Des. 10,46,0.00231,0.00112
BR-EMS sobrev. 2010 Des. 10,47,0.00249,0.00121
BR-EMS sobrev. 2010 Des. 10,48,0.00268,0.00131
BR-EMS sobrev. 2010 Des. 10,49,0.0029,0.00142
BR-EMS sobrev. 2010 Des. 10,50,0.00313,0.00155
BR-EMS sobrev. 2010 Des. 10,51,0.00339,0.00169
BR-EMS sobrev. 2010 Des. 10,52,0.00367,0.00185
BR-EMS sobrev. 2010 Des. 10,53,0.00398,0.00203
BR-EMS sobrev. 2010 Des. 10,54,0.00431,0.00223
BR-EMS sobrev. 2010 Des. 10,55,0.00468,0.00245
BR-EMS sobrev. 2010 Des. 10,56,0.00509,0.00271
BR-EMS sobrev. 2010 Des. 10,57,0.00554,0.00299
BR-EMS sobrev. 2010 Des. 10,58,0.00603,0.0033
BR-EMS sobrev. 2010 Des. 10,59,0.00656,0.00365
BR-EMS sobrev. 2010 Des. 10,60,0.00715,0.00403
BR-EMS sobrev. 2010 Des. 10,61,0.0078,0.00445
BR-EMS sobrev. 2010 Des. 10,62,0.00851,0.00491
BR-EMS sobrev. 2010 Des. 10,63,0.00929,0.00541
BR-EMS sobrev. 2010 Des. 10,64,0.01014,0.00593
